COGID,PIE,WORD,LANGUAGE
270,bʰewg-,*pʰéugō,grk-pro
270,bʰewg-,φεύγω,grc
270,bʰewg-,φεύγω,el
270,bʰewg-,*fugiō,itc-pro
270,bʰewg-,fugiō,la
271,bʰeyd-,*bʰáid-a-ti,inc-pro
271,bʰeyd-,*báid-a-ti,ira-pro
271,bʰeyd-,𐬀𐬯𐬙𐬋.𐬬𐬌𐬜𐬁𐬙𐬎,ae
271,bʰeyd-,բդկել,hy
272,bʰidtós,*fissos,itc-pro
272,bʰidtós,fissus,la
273,bʰeydʰ-,*bʰáydʰatay,iir-pro
273,bʰeydʰ-,*báydʰatay,inc-pro
273,bʰeydʰ-,*bʰaydʰás,iir-pro
273,bʰeydʰ-,*baydʰás,inc-pro
273,bʰeydʰ-,*feiðos,itc-pro
273,bʰeydʰ-,fīdus,la
273,bʰeydʰ-,*bʰáydʰas,iir-pro
273,bʰeydʰ-,*báydʰas,inc-pro
273,bʰeydʰ-,*baidāˀ,ine-bsl-pro
273,bʰeydʰ-,bads,lv
273,bʰeydʰ-,*baitši,sqj-pro
273,bʰeydʰ-,besë,sq
273,bʰeydʰ-,πί̆στῐς,grc
273,bʰeydʰ-,*foiðos,itc-pro
273,bʰeydʰ-,foedus,la
273,bʰeydʰ-,*baideitei,ine-bsl-pro
274,bʰidʰtós,*pitstós,grk-pro
274,bʰidʰtós,πιστός,grc
274,bʰidʰtós,πιστός,el
274,bʰidʰtós,*fissos,itc-pro
274,bʰidʰtós,fīsus,la
275,bʰidnós,*bʰidnás,iir-pro
275,bʰidnós,*bʰidnás,inc-pro
276,-nós,*-nas,ine-bsl-pro
276,-nós,*-nъ,sla-pro
276,-nós,-en,ang
276,-nós,-e,enm
276,-nós,-en,en
276,-nós,*-nos,grk-pro
276,-nós,-νος,grc
276,-nós,*-nos,itc-pro
276,-nós,-ūnus,la
276,-nós,*-lós,ine-pro
276,-nós,*-rós,ine-pro
276,-nós,*-wós,ine-pro
277,bʰreg-,frangō,la
277,bʰreg-,*brekō,gem-pro
277,bʰreg-,breshër,sq
277,bʰreg-,*brāˀg-,ine-bsl-pro
278,bʰrem-,page=241,head=fremō
278,bʰrem-,*bremeti,cel-pro
278,bʰrem-,*brėβ̃ɨd,cel-bry-pro
278,bʰrem-,brefad,wlm
278,bʰrem-,Bremenium,cel-gau
278,bʰrem-,*bʰrámati,iir-pro
278,bʰrem-,*bʰrámati,inc-pro
278,bʰrem-,*brámati,ira-pro
278,bʰrem-,*fremō,itc-pro
278,bʰrem-,fremō,la
278,bʰrem-,page=80,head=*brummōn-
278,bʰrem-,*brьměti,sla-pro
278,bʰrem-,brzmieć,pl
278,bʰrem-,*brumþiz,gem-pro
278,bʰrem-,*brōmiz,gem-pro
278,bʰrem-,*bʰramants,iir-pro
278,bʰrem-,*bʰramants,inc-pro
278,bʰrem-,*bʰŕ̥ngas,iir-pro
278,bʰrem-,*bʰŕ̥ngas,inc-pro
279,bʰudʰtós,*pustós,grk-pro
279,bʰudʰtós,*bʰudᶻdʰás,iir-pro
279,bʰudʰtós,*buddʰás,inc-pro
279,bʰudʰtós,*buzdáh,ira-pro
279,bʰudʰtós,𐬠𐬎𐬯𐬙𐬀,ae
280,bʰugéh₂,*pʰugā́,grk-pro
280,bʰugéh₂,φυγή,grc
280,bʰugéh₂,*fugā,itc-pro
280,bʰugéh₂,fuga,la
281,dayh₂wḗr,տագր,xcl
281,dayh₂wḗr,տագր,hy
281,dayh₂wḗr,*dāˀiwē,ine-bsl-pro
281,dayh₂wḗr,díeveris,lt
281,dayh₂wḗr,diẽveris,lv
281,dayh₂wḗr,*swehuraz,gem-pro
281,dayh₂wḗr,*dāiwḗr,grk-pro
281,dayh₂wḗr,δᾱήρ,grc
281,dayh₂wḗr,*daiwēr,itc-pro
281,dayh₂wḗr,lēvir,la
282,deyḱ-,*dayĉ-,iir-pro
282,deyḱ-,*dayś-,inc-pro
282,deyḱ-,दिश्,sa
282,deyḱ-,*deiknéumi,grk-pro
282,deyḱ-,δεικνύω,grc
282,deyḱ-,δείχνω,el
282,deyḱ-,*diĉáti,iir-pro
282,deyḱ-,*diśáti,inc-pro
282,deyḱ-,*dayĉás,iir-pro
282,deyḱ-,*díkā,grk-pro
282,deyḱ-,δίκη,grc
282,deyḱ-,δικαίωμα,el
282,deyḱ-,*díĉaH,iir-pro
282,deyḱ-,*díśaH,inc-pro
282,deyḱ-,*déikmə,grk-pro
282,deyḱ-,δεῖγμα,grc
282,deyḱ-,*dištás,iir-pro
282,deyḱ-,*diṣṭás,inc-pro
282,deyḱ-,*diktos,itc-pro
282,deyḱ-,dictus,la
282,deyḱ-,*digitos,itc-pro
282,deyḱ-,digitus,la
284,diwyós,*diyyos,grk-pro
284,diwyós,δῖος,grc
284,diwyós,*diwyás,iir-pro
284,diwyós,*diwyás,inc-pro
285,-yós,-ιος,grc
285,-yós,-ius,la
285,-yós,*-yás,iir-pro
285,-yós,*-yás,inc-pro
285,-yós,*-yáh,ira-pro
286,dyew-,*dyḗws,ine-pro
286,dyew-,*dyukšás,iir-pro
286,dyew-,*dyukṣás,inc-pro
286,dyew-,*dinas,ine-bsl-pro
286,dyew-,diena,lv
286,dyew-,diena,lt
286,dyew-,dēinā,prg
286,dyew-,dėina,lt
286,dyew-,*dinám,iir-pro
286,dyew-,*dinám,inc-pro
286,dyew-,*dinos,itc-pro
286,dyew-,perendinus,la
286,dyew-,*deywós,ine-pro
286,dyew-,*déywih₂,ine-pro
286,dyew-,*diwyós,ine-pro
286,dyew-,-,hyx-pro
286,dyew-,երկինք,xcl
286,dyew-,-,ine-ana-pro
286,dyew-,-,hyx-pro
286,dyew-,*diwoh₁,ine-pro
286,dyew-,տիվ,hy
286,dyew-,*dyáwš,iir-pro
286,dyew-,*dyáwṣ,inc-pro
286,dyew-,*dyáwš,ira-pro
287,dʰéh₁tis,*dēdiz,gem-pro
287,dʰéh₁tis,*tʰétis,grk-pro
287,dʰéh₁tis,θέσις,grc
287,dʰéh₁tis,fētiales,la
287,dʰéh₁tis,*dʰHtíš,iir-pro
287,dʰéh₁tis,*dʰHtíṣ,inc-pro
287,dʰéh₁tis,благодѣть,cu
288,dʰewbʰ-,*dubus,ine-bsl-pro
288,dʰewbʰ-,dobs,lv
288,dʰewbʰ-,dubùs,lt
288,dʰewbʰ-,dziupla,pl
288,dʰewbʰ-,*bʰudʰmḗn,ine-pro
288,dʰewbʰ-,βυθός,grc
289,dʰewgʰ-,τυγχάνω,grc
289,dʰewgʰ-,τεῦχος,grc
289,dʰewgʰ-,*túkʰā,grk-pro
289,dʰewgʰ-,τύχη,grc
289,dʰewgʰ-,dual,ga
289,dʰewgʰ-,duan,gd
289,dʰewgʰ-,τιτύσκομαι,grc
290,dʰoHnéh₂,-,hyx-pro
290,dʰoHnéh₂,possible borrowing,uncertain
290,dʰoHnéh₂,դոն,hy
290,dʰoHnéh₂,*dʰaHnáH,iir-pro
290,dʰoHnéh₂,*dʰaHnáH,inc-pro
290,dʰoHnéh₂,ਧਾਣ,pa
290,dʰoHnéh₂,*daHnáH,ira-pro
290,dʰoHnéh₂,tāno,txb
291,dʰóh₁mos,*tʰōmos,grk-pro
291,dʰóh₁mos,θωμός,grc
292,dʰubʰrós,*dubrás,ine-bsl-pro
292,dʰubʰrós,дьбрь,orv
292,dʰubʰrós,де́бри,ru
292,dʰubʰrós,дьбрь,cu
292,dʰubʰrós,ⰴⱐⰱⱃⱐ,cu
292,dʰubʰrós,дебри,sh
292,dʰubʰrós,debri,sh
292,dʰubʰrós,deber,sl
292,dʰubʰrós,debř,zlw-ocs
292,dʰubʰrós,debrz,zlw-opl
292,dʰubʰrós,*täpre,ine-toc-pro
292,dʰubʰrós,tpär,xto
292,dʰubʰrós,tapre,txb
293,glewbʰ-,*glouβō,itc-pro
293,glewbʰ-,glūbō,la
293,glewbʰ-,*glúpʰō,grk-pro
293,glewbʰ-,γλύφω,grc
294,gel-,gelumà,lt
294,gel-,*golotь,sla-pro
294,gel-,голоть,cu
295,gʰóstis,*gastis,ine-bsl-pro
295,gʰóstis,*gostis,cel-pro
295,gʰóstis,𐌖𐌅𐌀𐌌𐌏𐌊𐌏𐌆𐌉𐌔,xlp
295,gʰóstis,*gʰost(i)potis,ine-pro
296,h₂yew-,*jowos,itc-pro
296,h₂yew-,iūs,la
296,h₂yew-,*Hyáwš,iir-pro
296,h₂yew-,*Hyáwṣ,inc-pro
296,h₂yew-,*Hyáwš,ira-pro
296,h₂yew-,*jowestos,itc-pro
296,h₂yew-,iūstus,la
296,h₂yew-,*jowezāō,itc-pro
296,h₂yew-,iūrō,la
297,bʰeh₂ǵos,*bunga,sqj-pro
297,bʰeh₂ǵos,*bāˀźas,ine-bsl-pro
297,bʰeh₂ǵos,*bāgos,cel-pro
297,bʰeh₂ǵos,bagos,cel-gau
297,bʰeh₂ǵos,*pʰāgós,grk-pro
297,bʰeh₂ǵos,φηγός,grc
297,bʰeh₂ǵos,φᾱγός,grc
297,bʰeh₂ǵos,*fāgos,itc-pro
297,bʰeh₂ǵos,fāgus,la
297,bʰeh₂ǵos,-,ine-bsl-pro
297,bʰeh₂ǵos,-,sla-pro
297,bʰeh₂ǵos,"from [[beech]], intermediate OSl. etym?",lang=ru
298,yū́,ju,sq
298,yū́,*jūs,bat-pro
298,yū́,yas,xto
298,yū́,yes,txb
299,h₁rewdʰ-,*reudaną,gem-pro
299,h₁rewdʰ-,*eréutʰō,grk-pro
299,h₁rewdʰ-,ἐρεύθω,grc
299,h₁rewdʰ-,russus,la
299,h₁rewdʰ-,*raudas,ine-bsl-pro
299,h₁rewdʰ-,ruds,lv
299,h₁rewdʰ-,rudas,lt
299,h₁rewdʰ-,*rouβos,itc-pro
299,h₁rewdʰ-,rōbus,la
299,h₁rewdʰ-,𐌓𐌖𐌚𐌓𐌖,xum
299,h₁rewdʰ-,rūfus,la
299,h₁rewdʰ-,rōbur,la
299,h₁rewdʰ-,rutilus,la
299,h₁rewdʰ-,raũmins,lt
299,h₁rewdʰ-,raumuõ,lt
300,peth₂-,*papā́ta,iir-pro
300,peth₂-,*papā́ta,inc-pro
300,peth₂-,πίπτω,grc
300,peth₂-,πέταλον,grc
300,peth₂-,*feþlą,gem-pro
300,peth₂-,*pátram,iir-pro
300,peth₂-,*pátram,inc-pro
300,peth₂-,*pátram,ira-pro
300,peth₂-,πτίλον,grc
300,peth₂-,*pъta,sla-pro
300,peth₂-,*pъtica,sla-pro
301,péth₂r̥,pages=761-763,head=&lt;sup&gt;(UZU)&lt;/sup&gt;pattas / pattan-
301,péth₂r̥,πτερωτός,grc
301,péth₂r̥,page=458,head=penna
302,h₂weh₁-,*HwaH-,iir-pro
302,h₂weh₁-,*HwaH-,inc-pro
302,h₂weh₁-,वा,sa
302,h₂weh₁-,page=643,head=*h₂u̯eh₁-nt-
302,h₂weh₁-,page=499-500,head=vėtra
302,h₂weh₁-,*weʔtro-,ine-bsl-pro
302,h₂weh₁-,page=643,head=*h₂u̯eh₁i̯ús
302,h₂weh₁-,,ine-bsl-pro
302,h₂weh₁-,-,hyx-pro
302,h₂weh₁-,օդ,xcl
302,h₂weh₁-,օդ,hy
302,h₂weh₁-,page=365-366,head=ḫūda-
302,h₂weh₁-,-,ine-ana-pro
302,h₂weh₁-,page=363-364,head=ḫuntarii̯a(i)-&lt;sup&gt;tta(ri)&lt;/sup&gt;
302,h₂weh₁-,-,ine-ana-pro
302,h₂weh₁-,page=366-368,head=ḫuu̯ai-&lt;sup&gt;i&lt;/sup&gt; / ḫui-
302,h₂weh₁-,-,ine-ana-pro
302,h₂weh₁-,,ine-bsl-pro
302,h₂weh₁-,ἆθλον,grc
302,h₂weh₁-,vatillum,la
303,h₂wéh₁n̥ts,pages=428-429,head=ḫuu̯ant-
303,h₂wéh₁n̥ts,*HwáHatas,iir-pro
303,h₂wéh₁n̥ts,*HwáHatas,inc-pro
303,h₂wéh₁n̥ts,বা,as
303,h₂wéh₁n̥ts,vāta,pi
303,h₂wéh₁n̥ts,*HwáHatah,ira-pro
303,h₂wéh₁n̥ts,𐬬𐬁𐬙𐬋,ae
303,h₂wéh₁n̥ts,با,ku
303,h₂wéh₁n̥ts,pages=662-663,head=ventus
303,h₂wéh₁n̥ts,ventus,la
303,h₂wéh₁n̥ts,*wʲente,ine-toc-pro
303,h₂wéh₁n̥ts,wänt,xto
303,h₂wéh₁n̥ts,yente,txb
304,h₃ekʷ-,*h₃ókʷs,ine-pro
304,h₃ekʷ-,*okʷelos,itc-pro
304,h₃ekʷ-,*[[h₂énti]]-h₃kʷ-o-s,ine-pro
304,h₃ekʷ-,*antīkʷos,itc-pro
304,h₃ekʷ-,antīquus,la
304,h₃ekʷ-,*enīkʷos,cel-pro
304,h₃ekʷ-,enep,obt
304,h₃ekʷ-,eneb,oco
304,h₃ekʷ-,enep,owl
304,h₃ekʷ-,wyneb,wlm
304,h₃ekʷ-,ᚔᚅᚓᚊᚐᚌᚂᚐᚄ,pgl
304,h₃ekʷ-,enech,sga
304,h₃ekʷ-,oineach,ga
304,h₃ekʷ-,*enōkʷā́,grk-pro
304,h₃ekʷ-,ἐνωπή,grc
304,h₃ekʷ-,*HániHkas,iir-pro
304,h₃ekʷ-,*HániHkas,inc-pro
304,h₃ekʷ-,*HániHkah,ira-pro
304,h₃ekʷ-,𐬀𐬌𐬥𐬌𐬐𐬀,ae
304,h₃ekʷ-,πρόσωπον,grc
304,h₃ekʷ-,ὄψομαι,grc
304,h₃ekʷ-,*weyd-,ine-pro
304,h₃ekʷ-,page=775,vol=III
305,dʰew-,*dej,sqj-pro
305,dʰew-,vdekje,sq
305,dʰew-,díth,sga
305,dʰew-,-,cel-pro
305,dʰew-,duine,sga
305,dʰew-,fūnus,la
306,dʰew-,*tʰéwō,grk-pro
306,dʰew-,θέω,grc
306,dʰew-,*dʰā́wati,iir-pro
306,dʰew-,*dʰā́wati,inc-pro
306,dʰew-,*dā́wati,ira-pro
307,wídḱm̥ti,*wīdzátī,sqj-pro
307,wídḱm̥ti,-zet,sq
307,wídḱm̥ti,*gisan,hyx-pro
307,wídḱm̥ti,քսան,xcl
307,wídḱm̥ti,divdesmit,lv
307,wídḱm̥ti,dvidešimt,lt
307,wídḱm̥ti,*ewīkəti,grk-pro
307,wídḱm̥ti,εἴκοσι,grc
307,wídḱm̥ti,ϝείκατι,grc
307,wídḱm̥ti,*wīgentī,itc-pro
307,wídḱm̥ti,*w'īkän,ine-toc-pro
307,wídḱm̥ti,wiki,xto
307,wídḱm̥ti,ikäṃ,txb
307,wídḱm̥ti,ikante,txb
308,péh₂wr̥,*puh₂r-,ine-pro
308,péh₂wr̥,-ոց,xcl
308,péh₂wr̥,-,bat-pro
308,péh₂wr̥,panno,prg
308,péh₂wr̥,-,grk-pro
308,péh₂wr̥,πῠρᾰ́,grc
308,péh₂wr̥,-,itc-pro
308,péh₂wr̥,*puh₂r-,ine-pro
308,péh₂wr̥,por,xto
308,péh₂wr̥,puwar,txb
309,h₁n̥gʷnís,*Hagníš,iir-pro
309,h₁n̥gʷnís,*əngʷnis,itc-pro
309,h₁n̥gʷnís,page=44,vol=1
310,sep-,*sapjō,itc-pro
310,sep-,σοφός,grc
311,gʷih₃wós,*gʷīwos,grk-pro
311,gʷih₃wós,βίοτος,grc
311,gʷih₃wós,βίος,el
311,gʷih₃wós,*gʷīwos,itc-pro
311,gʷih₃wós,śāy-,txb
311,gʷih₃wós,page=467,vol=ΙΙ
312,gʷíh₃weti,*gīˀwetei,ine-bsl-pro
312,gʷíh₃weti,dzīvot,lv
312,gʷíh₃weti,gyventi,lt
312,gʷíh₃weti,beva,br
312,gʷíh₃weti,bi,gd
312,gʷíh₃weti,byw,cy
312,gʷíh₃weti,ζῶ,grc
312,gʷíh₃weti,ζω,el
312,gʷíh₃weti,*gʷīwō,itc-pro
312,gʷíh₃weti,vīvō,la
312,gʷíh₃weti,śo-,xto
312,gʷíh₃weti,śai-,txb
313,mr̥tós,*mrətós,grk-pro
313,mr̥tós,*murþą,gem-pro
314,mer-,pages=667-668,head=mer-&lt;sup&gt;zi&lt;/sup&gt; / mar-
314,mer-,page=321,head=mirti
314,mer-,pages=577-578,head=mer-&lt;sup&gt;zi&lt;/sup&gt; / mar-
314,mer-,*márti,iir-pro
314,mer-,*márati,inc-pro
314,mer-,*márti,ira-pro
314,mer-,𐬨𐬀𐬭-,ae-yng
314,mer-,tr=mär-,kho
314,mer-,-,ku
314,mer-,mirin,kmr
314,mer-,ts=mar-,peo
314,mer-,мурдан,tg
314,mer-,ts=myr,xpr
314,mer-,merden,zza
314,mer-,pages=389-390,"head=morior, morī"
314,mer-,*mertéi,ine-bsl-pro
314,mer-,*mr̥iyátay,iir-pro
314,mer-,*mr̥iyátay,inc-pro
314,mer-,*mr̥iyátay,ira-pro
314,mer-,*morjōr,itc-pro
314,mer-,մեռանիմ,xcl
314,mer-,մեռնել,hy
314,mer-,*māráyati,iir-pro
314,mer-,*māráyati,inc-pro
314,mer-,page=259,head=*marwo-
314,mer-,-,iir-pro
314,mer-,*mr̥θyu-,ira-pro
314,mer-,*marh(u),xpr
314,mer-,*mortwos,itc-pro
314,mer-,page=321,head=mirtis
314,mer-,page=305,head=maras
314,mer-,*máras,ine-bsl-pro
314,mer-,mãras,lt
314,mer-,*mā́ras,iir-pro
314,mer-,*mā́ras,inc-pro
314,mer-,page=263,head=mërshë
314,mer-,mërshë,sq
316,h₁eǵʰs,*its,sqj-pro
316,h₁eǵʰs,*iś,ine-bsl-pro
316,h₁eǵʰs,iz,lv
316,h₁eǵʰs,iš,lt
316,h₁eǵʰs,is,prg
316,h₁eǵʰs,*exs,cel-pro
316,h₁eǵʰs,ex-,cel-gau
316,h₁eǵʰs,ess-,sga
316,h₁eǵʰs,as,ga
316,h₁eǵʰs,ass,gv
316,h₁eǵʰs,à,gd
316,h₁eǵʰs,ech-,cy
316,h₁eǵʰs,ἐκ,grc
316,h₁eǵʰs,*eks,itc-pro
316,h₁eǵʰs,ex,la
316,h₁eǵʰs,-𐌇𐌄,osc
316,h₁eǵʰs,-𐌄𐌇𐌄,xum
316,h₁eǵʰs,page=433,volume=I
317,suH-,-,sqj-pro
317,suH-,thi,sq
317,suH-,-,ine-bsl-pro
317,suH-,suvēns,lv
317,suH-,-,grk-pro
317,suH-,ὗς,grc
317,suH-,-,itc-pro
317,suH-,suīnus,la
317,suH-,suīnus,la
317,suH-,suīnus,la
317,suH-,sif,xum
317,suH-,-,ine-toc-pro
317,suH-,suwo,txb
317,suH-,*sukkos,cel-pro
317,suH-,-,cel-bry-pro
317,suH-,houc'h,br
317,suH-,hogh,kw
317,suH-,hwch,cy
317,suH-,socc,sga
317,suH-,soc,ga
317,suH-,*sugō,gem-pro
317,suH-,sugu,ang
317,suH-,-,ofs
317,suH-,sûch,fy
317,suH-,suga,osx
317,suH-,Söög,nds
317,suH-,*soga,odt
317,suH-,suege,dum
317,suH-,zeug,nl
317,suH-,-,non
317,suH-,sugge,no
317,suH-,sugga,sv
317,suH-,sågg,gmq-bot
318,séh₂ls,աղ,xcl
318,séh₂ls,soldons,ltg
318,séh₂ls,salds,lv
318,séh₂ls,sal,prg
318,séh₂ls,ἅλς,grc
318,séh₂ls,αλάτι,el
318,séh₂ls,salu,xum
318,séh₂ls,sāle,xto
318,séh₂ls,salyiye,txb
318,séh₂ls,салнә,kca
318,séh₂ls,сӑл,kca
318,séh₂ls,сов,koi
318,séh₂ls,сол,kpv
318,séh₂ls,сылал,udm
318,séh₂ls,шинчал,chm
318,séh₂ls,сал,myv
318,séh₂ls,сал,mdf
318,séh₂ls,*soola,fiu-fin-pro
319,webʰ-,*wabdʰi,iir-pro
319,webʰ-,*wabdi,ira-pro
319,webʰ-,*wabjaną,gem-pro
319,webʰ-,vefja,non
319,webʰ-,vefja,is
319,webʰ-,vevja,fo
319,webʰ-,*umbʰáti,iir-pro
319,webʰ-,*umbʰáti,inc-pro
319,webʰ-,*ubʰnáHti,iir-pro
319,webʰ-,*ubʰnā́ti,inc-pro
319,webʰ-,*ubnáHti,ira-pro
319,webʰ-,hûnan,ku
319,webʰ-,*ubʰyáti,iir-pro
319,webʰ-,*ubyáti,ira-pro
319,webʰ-,wäp-,xto
319,webʰ-,wāp-,txb
319,webʰ-,*ubdʰás,iir-pro
319,webʰ-,*ubdáh,ira-pro
319,webʰ-,*wops(w)aʔ,ine-bsl-pro
319,webʰ-,vapsene,lv
319,webʰ-,vapsà,lt
319,webʰ-,wobse,prg
319,webʰ-,*woxsā,cel-pro
319,webʰ-,guohi,obt
319,webʰ-,goui,xbm
319,webʰ-,boui,br
319,webʰ-,guhi-en,oco
319,webʰ-,gohi,kw
319,webʰ-,gwychi,wlm
319,webʰ-,gwchi,cy
319,webʰ-,*waspā,itc-pro
319,webʰ-,vespa,la
319,webʰ-,vej,sq
319,webʰ-,ὑφαίνω,grc
319,webʰ-,υφαίνω,el
319,webʰ-,váfa,non
319,webʰ-,*wabʰuš,iir-pro
319,webʰ-,*wabuš,ira-pro
321,pleh₁-,πλῆτο,grc
321,pleh₁-,*HápraHt,iir-pro
321,pleh₁-,*HápraHt,inc-pro
321,pleh₁-,πίμπλημι,grc
321,pleh₁-,*píparti,iir-pro
321,pleh₁-,*píparti,inc-pro
321,pleh₁-,*píparti,ira-pro
321,pleh₁-,*plēō,itc-pro
321,pleh₁-,pleō,la
321,pleh₁-,πληθύς,grc
321,pleh₁-,*plēðūs,itc-pro
321,pleh₁-,plēbs,la
321,pleh₁-,*plēros,itc-pro
321,pleh₁-,plērus,la
321,pleh₁-,*praHtás,iir-pro
321,pleh₁-,*praHtás,inc-pro
321,pleh₁-,πολλή,grc
321,pleh₁-,*felu,gem-pro
321,pleh₁-,πλείων,grc
321,pleh₁-,*flaizô,gem-pro
321,pleh₁-,fleiri,non
321,pleh₁-,plūs,la
321,pleh₁-,*flaistaz,gem-pro
321,pleh₁-,fleistr,non
321,pleh₁-,plotë,sq
321,pleh₁-,լիր,xcl
321,pleh₁-,յղի,xcl
321,pleh₁-,լնում,xcl
321,pleh₁-,հեղում,xcl
321,pleh₁-,ողողեմ,xcl
321,pleh₁-,pildīt,lv
321,pleh₁-,pìlti,lt
321,pleh₁-,πλέως,grc
321,pleh₁-,πλήθω,grc
321,pleh₁-,πλήρης,grc
321,pleh₁-,πλήρης,el
321,pleh₁-,-πλόος,grc
321,pleh₁-,populus,la
321,pleh₁-,-plus,la
322,lewbʰ-,*luPi-,sqj-pro
322,lewbʰ-,lyp,sq
322,lewbʰ-,*lubʰyáti,iir-pro
322,lewbʰ-,*lubʰyáti,inc-pro
322,lewbʰ-,*ljaubīˀtei,ine-bsl-pro
322,lewbʰ-,*lawbʰáyati,iir-pro
322,lewbʰ-,*lawbʰáyati,inc-pro
322,lewbʰ-,libet,la
322,lewbʰ-,*ljaubas,ine-bsl-pro
322,lewbʰ-,-,ine-bsl-pro
322,lewbʰ-,*louβ-,itc-pro
322,lewbʰ-,loufir,osc
323,lewbʰ-,*luβros,itc-pro
323,lewbʰ-,liber,la
324,h₃meyǵʰ-,*meiɣjō,itc-pro
324,h₃meyǵʰ-,mēiō,la
324,h₃meyǵʰ-,*minɣō,itc-pro
324,h₃meyǵʰ-,mingō,la
324,h₃meyǵʰ-,*Hmiždʰás,iir-pro
324,h₃meyǵʰ-,*Hmiẓḍʰás,inc-pro
324,h₃meyǵʰ-,-,itc-pro
324,h₃meyǵʰ-,mictus,la
324,h₃meyǵʰ-,385,II
324,h₃meyǵʰ-,մեզ,hy
324,h₃meyǵʰ-,*Hmáyĵʰas,iir-pro
324,h₃meyǵʰ-,*Hmáyźʰas,inc-pro
324,h₃meyǵʰ-,*Hmáyĵah,ira-pro
324,h₃meyǵʰ-,përmjerr,sq
324,h₃meyǵʰ-,-,iir-pro
324,h₃meyǵʰ-,-,ira-pro
324,h₃meyǵʰ-,mîstin,ku
324,h₃meyǵʰ-,-,ine-toc-pro
324,h₃meyǵʰ-,miśo,txb
325,h₂melǵ-,*melźtei,ine-bsl-pro
325,h₂melǵ-,αρμέγω,el
325,h₂melǵ-,*molgēō,itc-pro
325,h₂melǵ-,malkas,lt
325,h₂melǵ-,*mligeti,cel-pro
325,h₂melǵ-,mligid,sga
325,h₂melǵ-,*mliktu,cel-pro
325,h₂melǵ-,mlicht,sga
325,h₂melǵ-,þrimilċe,ang
325,h₂melǵ-,melche,enm
325,h₂melǵ-,milch,en
325,h₂melǵ-,meelk,stq
325,h₂melǵ-,melke,nds
325,h₂melǵ-,melch,goh
325,h₂melǵ-,melk,gmh
325,h₂melǵ-,mëlch,gsw
325,h₂melǵ-,melk,de
325,h₂melǵ-,mjólkur,is
326,bʰardʰeh₂,*farβā,itc-pro
327,peysḱ-,*piskis,itc-pro
328,yeh₁-,*yáHr̥,iir-pro
328,yeh₁-,*yáHr̥,inc-pro
328,yeh₁-,*yáHr̥,ira-pro
328,yeh₁-,𐬫𐬁,ae
328,yeh₁-,ὥρᾱ,grc
328,yeh₁-,ώρα,el
328,yeh₁-,jōrė,olt
328,yeh₁-,*dus-,ine-pro
328,yeh₁-,*h₁su-,ine-pro
329,dáḱru,*dakrom,cel-pro
329,dáḱru,,cel-bry-pro
329,dáḱru,dagr,kw
329,dáḱru,deigr,cy
329,dáḱru,dér,sga
329,dáḱru,deoir,ga
329,dáḱru,deur,gd
329,dáḱru,δάκρυον,grc
329,dáḱru,δάκρυ,el
329,dáḱru,dacrima,itc-ola
329,dáḱru,lacrima,la
330,wr̥mis,rrime,sq
330,wr̥mis,*warma-,ine-bsl-pro
330,wr̥mis,var̃mas,lt
330,wr̥mis,warmun,prg
330,wr̥mis,gwraint,cy
330,wr̥mis,ῥόμος,grc
331,ǵómbʰos,*dzamba,sqj-pro
331,ǵómbʰos,dhëmb,sq
331,ǵómbʰos,*gómpʰos,grk-pro
331,ǵómbʰos,γόμφος,grc
331,ǵómbʰos,γόμφος,el
331,ǵómbʰos,*këmë,ine-toc-pro
331,ǵómbʰos,kam,xto
331,ǵómbʰos,keme,txb
332,dʰwer-,pages=344-345,head=twere*
332,dʰwer-,*dwára,ine-bsl-pro
332,dʰwer-,dvars,lv
332,dʰwer-,dvãras,lt
332,dʰwer-,dauris,prg
332,dʰwer-,*dvorъ,sla-pro
332,dʰwer-,*duros,cel-pro
332,dʰwer-,dor,xbm
332,dʰwer-,dor,kw
332,dʰwer-,dor,owl
332,dʰwer-,dor,wlm
332,dʰwer-,dorus,sga
332,dʰwer-,*dʰwā́ram,iir-pro
332,dʰwer-,*dwā́ram,inc-pro
332,dʰwer-,दार,mr
332,dʰwer-,dvāra,pi
332,dʰwer-,vudar,rom
332,dʰwer-,*dwā́ram,ira-pro
332,dʰwer-,*fworom,itc-pro
332,dʰwer-,furo,xum
332,dʰwer-,*twere,ine-toc-pro
332,dʰwer-,twere,txb
332,dʰwer-,*fworā,itc-pro
332,dʰwer-,forīs,la
332,dʰwer-,page=60,head=derë
332,dʰwer-,*dwōrā,sqj-pro
332,dʰwer-,derë,sq
332,dʰwer-,*durō,gem-pro
332,dʰwer-,𐌳𐌰𐌿𐍂𐌰,got
332,dʰwer-,*tʰurā,grk-pro
332,dʰwer-,θῠ́ρᾱ,grc
332,dʰwer-,θύρα,el
332,dʰwer-,*durą,gem-pro
332,dʰwer-,դուռն,xcl
332,dʰwer-,*dworestus,cel-pro
332,dʰwer-,drws,wlm
332,dʰwer-,drws,cy
332,dʰwer-,dorus,sga
332,dʰwer-,doras,ga
332,dʰwer-,dorrys,gv
332,dʰwer-,dorus,gd
332,dʰwer-,derî,ku
332,dʰwer-,tr=du,xvi
333,h₃ésth₁,ahstë,sq
333,h₃ésth₁,*Host-wer-,ine-pro
333,h₃ésth₁,ոսկր,xcl
