COGID,PIE,WORD,LANGUAGE
6555,1311,3806,5187
1,wer-,*wōr-i-,ine-bsl-pro
1,wer-,vōreit,ltg
1,wer-,-,ine-bsl-pro
1,wer-,varùs,lt
1,wer-,*wirˀ-,ine-bsl-pro
1,wer-,vir̂t,lv
1,wer-,vìrti,lt
1,wer-,*branos,cel-pro
1,wer-,brân,cy
1,wer-,537,head=*vьrěti
2,wer-,*wr̥náwti,iir-pro
2,wer-,*wr̥náwti,inc-pro
2,wer-,*werēōr,itc-pro
2,wer-,vereor,la
2,wer-,garnir,fro
2,wer-,garnischen,enm
2,wer-,garnish,en
2,wer-,*guarnīre,la
2,wer-,guarnir,pt
2,wer-,guarnire,it
2,wer-,*wáras,iir-pro
2,wer-,*wáras,inc-pro
3,wer-,*wāwer,ine-bsl-pro
3,wer-,vāvere,lv
3,wer-,vėverìs,lt
3,wer-,weware,prg
3,wer-,vuoverie,sgs
3,wer-,*wiweros,cel-pro
3,wer-,*gwɨwer,cel-bry-pro
3,wer-,gwiñver,br
3,wer-,gwiwer,cy
3,wer-,íaru,sga
3,wer-,iora,ga
4,strew-,*strowō,itc-pro
4,strew-,struō,la
4,strew-,*strawą,gem-pro
4,strew-,*endo-struwo-,itc-pro
4,strew-,industrius,la
5,h₂ep-,āp,xto
5,h₂ep-,āp,txb
5,h₂ep-,t=river,ine-ana-pro
5,h₂ep-,*abnā,sqj-pro
5,h₂ep-,*abnis,itc-pro
5,h₂ep-,amnis,la
5,h₂ep-,abnis,xls
5,h₂ep-,𐌀𐌀𐌐𐌀,osc
5,h₂ep-,-,hyx-pro
5,h₂ep-,հաւառի,xcl
5,h₂ep-,ape,prg
5,h₂ep-,вапа,cu
6,h₂ékʷeh₂,*akʷā,itc-pro
7,sterh₃-,*str̥náHti,iir-pro
7,sterh₃-,*str̥náHti,inc-pro
7,sterh₃-,*str̥náHti,ira-pro
7,sterh₃-,𐬯𐬙𐬆𐬭𐬆𐬥𐬁𐬌𐬙𐬌,ae
7,sterh₃-,sternō,la
7,sterh₃-,στόρνῡμι,grc
7,sterh₃-,*str̥Hnáwti,iir-pro
7,sterh₃-,*str̥náwti,inc-pro
7,sterh₃-,στρατός,grc
7,sterh₃-,*str̥Htás,iir-pro
7,sterh₃-,*str̥tás,inc-pro
7,sterh₃-,*strātos,itc-pro
7,sterh₃-,strātus,la
7,sterh₃-,στρῶμα,grc
7,sterh₃-,strāmen,la
7,sterh₃-,στρωμνή,grc
7,sterh₃-,*prosterti,sla-pro
7,sterh₃-,простереть,ru
7,sterh₃-,прострѣти,cu
7,sterh₃-,простра,bg
7,sterh₃-,прострети,sh
7,sterh₃-,prostreti,sh
7,sterh₃-,prostreti,sl
7,sterh₃-,στέρνον,grc
7,sterh₃-,στόρνῡμι,grc
7,sterh₃-,līs,la
7,sterh₃-,stirps,la
7,sterh₃-,storea,la
7,sterh₃-,torus,la
8,steh₂-,page=567,head=sistō
8,steh₂-,head=shtãj,page=378
8,steh₂-,pages=489-490,"head=stō, stāre"
8,steh₂-,*stojěti,sla-pro
8,steh₂-,468,head=*stojati
8,steh₂-,*stātlā,cel-pro
8,steh₂-,seuzl,xbm
8,steh₂-,sul,kw
8,steh₂-,sodlau,wlm
8,steh₂-,sawdl,cy
8,steh₂-,sál,sga
8,steh₂-,*staðlom,itc-pro
8,steh₂-,stabulum,la
8,steh₂-,σταβαλανο,osc
8,steh₂-,𐌔𐌕𐌀𐌚𐌋𐌉,xum
8,steh₂-,stógas,lt
8,steh₂-,*stalas,ine-bsl-pro
8,steh₂-,stãlas,lt
8,steh₂-,stalis,prg
8,steh₂-,*stā-mo-,itc-pro
8,steh₂-,stahmietei,xum
8,steh₂-,stuomuõ,lt
8,steh₂-,stāmen,lv
8,steh₂-,stúomas,lt
8,steh₂-,στώμιξ,grc
8,steh₂-,σταθμός,grc
8,steh₂-,*stāˀnas,ine-bsl-pro
8,steh₂-,stónas,lt
8,steh₂-,*śtantśiā,sqj-pro
8,steh₂-,shtëzë,sq
8,steh₂-,*stāˀras,ine-bsl-pro
8,steh₂-,stóras,lt
8,steh₂-,head=shtat,page=260
8,steh₂-,*status,itc-pro
8,steh₂-,status,la
8,steh₂-,state,ims
8,steh₂-,𐌔𐌕𐌀𐌕𐌝𐌚,osc
8,steh₂-,𐌔𐌕𐌀𐌕𐌉𐌕𐌀𐌕𐌖,xum
8,steh₂-,postānimai,prg
8,steh₂-,στάδιον,grc
8,steh₂-,стын,os
8,steh₂-,*stōdą,gem-pro
8,steh₂-,*stāˀw-,ine-bsl-pro
8,steh₂-,stovė́ti,lt
8,steh₂-,*staura,gem-pro
8,steh₂-,stūr,gml
8,steh₂-,steyrur,fo
8,steh₂-,stūr,gmq-osw
8,steh₂-,stör,sv
8,steh₂-,*staurós,grk-pro
8,steh₂-,σταυρός,grc
8,steh₂-,*stauros,itc-pro
8,steh₂-,restaurō,la
8,steh₂-,Osthoff's law]],apparently with differing outcomes of [[w:Osthoff's law
8,steh₂-,στωϊᾱ́,grc
8,steh₂-,*stōwō,gem-pro
9,dʰeh₁-,*sweskō,itc-pro
9,dʰeh₁-,suescō,la
9,dʰeh₁-,*dḗˀla,ine-bsl-pro
9,dʰeh₁-,*tetʰmós,grk-pro
9,dʰeh₁-,τεθμός,grc
9,dʰeh₁-,*tʰetós,grk-pro
9,dʰeh₁-,θετός,grc
9,dʰeh₁-,*dʰHtás,iir-pro
9,dʰeh₁-,*dʰHtás,inc-pro
9,dʰeh₁-,*datáh,ira-pro
9,dʰeh₁-,𐬛𐬀𐬚𐬀,ae
9,dʰeh₁-,*-datos,itc-pro
9,dʰeh₁-,*uzdaz,gem-pro
9,dʰeh₁-,*hwétʰō,grk-pro
9,dʰeh₁-,ἔθω,grc
9,dʰeh₁-,*swádʰaH,iir-pro
9,dʰeh₁-,*swádʰaH,inc-pro
9,dʰeh₁-,*swoldēō,itc-pro
9,dʰeh₁-,soleō,la
9,dʰeh₁-,*tʰḗkē,grk-pro
9,dʰeh₁-,θήκη,grc
9,dʰeh₁-,pages=198-199,head=facio
9,dʰeh₁-,θεμέλιος,grc
9,dʰeh₁-,*famelos,itc-pro
9,dʰeh₁-,famulus,la
9,dʰeh₁-,𐌚𐌀𐌌𐌄𐌋,osc
9,dʰeh₁-,θής,grc
9,dʰeh₁-,*-dōts,itc-pro
9,dʰeh₁-,դնեմ,xcl
9,dʰeh₁-,θέμα,grc
9,dʰeh₁-,θέμις,grc
9,dʰeh₁-,Θησεύς,grc
10,h₁es-,ἔτυμος,grc
10,h₁es-,*h₁su-,ine-pro
10,h₁es-,,grk-pro
10,h₁es-,ἐσθλός,grc
11,h₂wes-,*HuHwā́sa,iir-pro
11,h₂wes-,*HuHwā́sa,inc-pro
11,h₂wes-,*iauhō,grk-pro
11,h₂wes-,ἰαύω,grc
11,h₂wes-,वस्ति,sa
11,h₂wes-,-,xlu
11,h₂wes-,page=25,head=ἄεσα
11,h₂wes-,Vesta,la
12,bʰuH-,*bʰáwati,iir-pro
12,bʰuH-,*bʰáwati,inc-pro
12,bʰuH-,*báwati,ira-pro
12,bʰuH-,𐬠𐬀𐬎𐬎𐬀𐬌𐬙𐬌,ae
12,bʰuH-,bûn,ku
12,bʰuH-,*bowˀeitei,ine-bsl-pro
12,bʰuH-,bùvintis,lt
12,bʰuH-,*baviti,sla-pro
12,bʰuH-,*bʰāwáyati,iir-pro
12,bʰuH-,*bʰāwáyati,inc-pro
12,bʰuH-,*bʰabʰúHa,iir-pro
12,bʰuH-,*babʰúHa,inc-pro
12,bʰuH-,botë,sq
12,bʰuH-,*byti,sla-pro
12,bʰuH-,*būþiz,gem-pro
12,bʰuH-,búð,non
12,bʰuH-,búð,fo
12,bʰuH-,búð,is
12,bʰuH-,booth,en
12,bʰuH-,Bude,de
12,bʰuH-,φῠ́στῐς,grc
12,bʰuH-,*bʰúHtiš,iir-pro
12,bʰuH-,*bʰúHtiṣ,inc-pro
12,bʰuH-,φυτικός,grc
12,bʰuH-,bū́tu,lt
12,bʰuH-,boūton,prg
12,bʰuH-,*byti,sla-pro
12,bʰuH-,φῦμᾰ,grc
12,bʰuH-,*bʰúHma,iir-pro
12,bʰuH-,*bʰúHma,inc-pro
12,bʰuH-,φυή,grc
12,bʰuH-,*butā,cel-pro
12,bʰuH-,Bot-,obt
12,bʰuH-,bod,br
12,bʰuH-,bod,kw
12,bʰuH-,bod,wlm
12,bʰuH-,both,sga
12,bʰuH-,φῠτόν,grc
12,bʰuH-,*bʰuHtás,iir-pro
12,bʰuH-,*bʰuHtás,inc-pro
12,bʰuH-,*bʰuHtáh,ira-pro
12,bʰuH-,φῡλή,grc
12,bʰuH-,*pʰútlon,grk-pro
12,bʰuH-,φῠ́τλον,grc
12,bʰuH-,bū́kla,lt
12,bʰuH-,*prabʰHúš,iir-pro
12,bʰuH-,*prabʰHúṣ,inc-pro
12,bʰuH-,*proβos,itc-pro
12,bʰuH-,probus,la
12,bʰuH-,svabads,lv
12,bʰuH-,*swēbaz,gem-pro
12,bʰuH-,Suēbī,la
12,bʰuH-,Semnōnes,la
12,bʰuH-,bëhem,sq
12,bʰuH-,բաւիղ,xcl
12,bʰuH-,*bautaną,gem-pro
12,bʰuH-,moribundus,la
12,bʰuH-,page=146,vol=I
13,gerh₂-,*gerh₂ōws,ine-pro
13,gerh₂-,garnỹs,lt
13,gerh₂-,կռունկ,xcl
13,gerh₂-,*garanos,cel-pro
13,gerh₂-,garan,br
13,gerh₂-,garan,cy
13,gerh₂-,*kranô,gem-pro
13,gerh₂-,cran,ang
13,gerh₂-,crane,en
13,gerh₂-,crane,dum
13,gerh₂-,kraanvogel,nl
13,gerh₂-,krān,gml
13,gerh₂-,Kraan,nds
13,gerh₂-,cranberry,en
13,gerh₂-,krano,goh
13,gerh₂-,Kranich,de
13,gerh₂-,Kran,de
13,gerh₂-,trana,non
13,gerh₂-,trane,da
13,gerh₂-,trani,fo
13,gerh₂-,trani,is
13,gerh₂-,trana,no
13,gerh₂-,trana,sv
13,gerh₂-,trǫnu,gmq-bot
13,gerh₂-,tr=kerenai,gmy
13,gerh₂-,γέρανος,grc
13,gerh₂-,quling,ku
13,gerh₂-,*žeravъ,sla-pro
13,gerh₂-,журавль,ru
13,gerh₂-,ждрал,sh
13,gerh₂-,żuraw,pl
14,h₃ed-,*odō,itc-pro
14,h₃ed-,oleō,la
14,h₃ed-,*óďďō,grk-pro
14,h₃ed-,ὄζω,grc
14,h₃ed-,ὄσδω,grc
14,h₃ed-,ὀδώδειν,grc
14,h₃ed-,*admā,sqj-pro
14,h₃ed-,*odmā́,grk-pro
14,h₃ed-,ὀδμή,grc
14,h₃ed-,ὀσμή,grc
14,h₃ed-,հոտ,xcl
14,h₃ed-,հոտ,hy
14,h₃ed-,*odōs,itc-pro
14,h₃ed-,odōs,la
14,h₃ed-,odor,la
15,h₃ed-,ատեմ,xcl
15,h₃ed-,ատել,hy
15,h₃ed-,*ōdai,itc-pro
15,h₃ed-,ōdī,la
15,h₃ed-,*atjaną,gem-pro
15,h₃ed-,ūtetta,ofs
15,h₃ed-,anazzen,goh
15,h₃ed-,etja,non
15,h₃ed-,*atalaz,gem-pro
15,h₃ed-,atol,ang
15,h₃ed-,ǫtul,non
15,h₃ed-,atal,no
15,h₃ed-,ὀδύσσομαι,grc
16,peḱ-,πέκτω,grc
16,peḱ-,πέκος,grc
16,peḱ-,πόκος,grc
16,peḱ-,feht,ang
16,peḱ-,fecht,ofs
16,peḱ-,vacht,dum
16,peḱ-,vacht,nl
16,peḱ-,κτείς,grc
16,peḱ-,pecten,la
16,peḱ-,*fahsą,gem-pro
17,peḱ-,*pekos,itc-pro
18,peḱ-,fain,en
18,peḱ-,feginn,is
18,peḱ-,fegin,fo
18,peḱ-,fegen,no
18,peḱ-,𐍆𐌿𐌻𐌻𐌰𐍆𐌰𐌷𐌾𐌰𐌽,got
19,ǵʰutós,*kʰutós,grk-pro
19,ǵʰutós,*ĵʰutás,iir-pro
19,ǵʰutós,*źʰutás,inc-pro
20,ǵerh₂-,*ĵárati,iir-pro
20,ǵerh₂-,*ȷ́árati,inc-pro
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,γεραρός,grc
20,ǵerh₂-,*ĵár̥Hrah,ira-pro
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,γραῦς,grc
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,Γραῖος,grc
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,Γραικός,grc
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,*śërāw'ë-,ine-toc-pro
20,ǵerh₂-,śrāy,txb
20,ǵerh₂-,*ĵárHama,iir-pro
20,ǵerh₂-,*ĵárHama,ira-pro
20,ǵerh₂-,*ȷ́árHama,inc-pro
20,ǵerh₂-,,grk-pro
20,ǵerh₂-,tr=ʾzr,xco
20,ǵerh₂-,t=old age,sog
20,ǵerh₂-,t=old age; oldwoman,sog
20,ǵerh₂-,,hyx-pro
20,ǵerh₂-,ծեր,xcl
20,ǵerh₂-,,ine-bsl-pro
20,ǵerh₂-,page=390,vol=II
21,péḱu,pekus,lt
21,péḱu,pecku,prg
21,péḱu,pecūlium,la
22,h₁éḱwos,*ʔéḱus,ine-ana-pro
22,h₁éḱwos,𔑮𔐓𔗵𔗬,xlu
22,h₁éḱwos,𐊁𐊖𐊂𐊁,xlc
22,h₁éḱwos,էշ,hy
22,h₁éḱwos,*ekwos,itc-pro
22,h₁éḱwos,equos,la
22,h₁éḱwos,tr=es',xpg
22,h₁éḱwos,tr=esvas,txh
22,h₁éḱwos,*yä́kwë,ine-toc-pro
22,h₁éḱwos,yuk,xto
22,h₁éḱwos,yakwe,txb
22,h₁éḱwos,301,vol=I
23,men-,μαίνομαι,grc
23,men-,μνάομαι,grc
23,men-,μιμνῄσκω,grc
23,men-,-,grk-pro
23,men-,,itc-pro
23,men-,*mánman,iir-pro
23,men-,*mánman,inc-pro
23,men-,,grk-pro
23,men-,*memnos,itc-pro
23,men-,memor,la
23,men-,,grk-pro
23,men-,μνήμων,grc
23,men-,mōnstrum,la
23,men-,μανθάνω,grc
23,men-,*mysľati,sla-pro
23,men-,*minþijō,gem-pro
23,men-,*minnjo,frk
23,men-,mignon,fro
23,men-,mognon,frm
23,men-,minion,en
23,men-,Μοῦσα,grc
24,men-,pages=931-932,head=μένω
24,men-,*mámanti,iir-pro
24,men-,*mámanti,inc-pro
24,men-,*mānáyati,iir-pro
24,men-,մնալ,hy
24,men-,page=471,head=mnam
24,men-,pages=491-492,head=¹mäsk-
24,men-,mäskatär,xto
24,men-,mäsketär,txb
24,men-,*monā́,grk-pro
24,men-,,grk-pro
24,men-,Μέμνων,grc
24,men-,page=38,head=*an-men-V-
24,men-,amynedd,wlm
24,men-,ainmne,sga
25,men-,*menēō,itc-pro
25,men-,*menā,itc-pro
25,men-,minae,la
25,men-,*mentom,itc-pro
25,men-,mentum,la
25,men-,𐬨𐬀𐬌𐬙𐬌,ae
25,men-,*monts,itc-pro
25,men-,mōns,la
25,men-,*mönɨð,cel-bry-pro
25,men-,monid,obt
25,men-,menez,br
25,men-,menit,oco
25,men-,mynyð,wlm
25,men-,mynydd,cy
25,men-,monadh,gd
25,men-,*mōnijaz,gem-pro
25,men-,*mōnijaną,gem-pro
26,ped-,հիւծանիմ,xcl
26,ped-,*pibdáti,iir-pro
26,ped-,*pibdáti,inc-pro
26,ped-,*papā́da,iir-pro
26,ped-,*papā́da,inc-pro
26,ped-,*pādáyati,iir-pro
26,ped-,*pādáyati,inc-pro
26,ped-,-,ine-ana-pro
26,ped-,ետ,xcl
26,ped-,*ɸedom,cel-pro
26,ped-,*fetą,gem-pro
26,ped-,*padám,iir-pro
26,ped-,*padám,inc-pro
26,ped-,,itc-pro
26,ped-,pessum,la
26,ped-,*pedzos,grk-pro
26,ped-,*pedjōs,itc-pro
26,ped-,pēior,la
26,ped-,*pessamos,itc-pro
26,ped-,pessimus,la
26,ped-,-,ine-bsl-pro
26,ped-,*fatōną,gem-pro
26,ped-,-,itc-pro
26,ped-,expediō,la
26,ped-,impediō,la
26,ped-,peccō,la
27,bʰer-,head=forda,232
27,bʰer-,*for(i)dā,itc-pro
27,bʰer-,φορᾱ́,grc
27,bʰer-,*bērō,gem-pro
27,bʰer-,*pʰérmə,grk-pro
27,bʰer-,φέρμᾰ,grc
27,bʰer-,*bʰárma,iir-pro
27,bʰer-,*bʰárma,inc-pro
27,bʰer-,page=37,head=bèrmę
27,bʰer-,*bʰárHmā,iir-pro
27,bʰer-,*bʰárHmā,inc-pro
27,bʰer-,*fortūnā,itc-pro
27,bʰer-,fortūna,la
27,bʰer-,-աւոր,xcl
27,bʰer-,*barmaz,gem-pro
27,bʰer-,*burþį̄,gem-pro
27,bʰer-,*burþinjō,gem-pro
28,átta,-,sqj-pro
28,átta,atë,sq
28,átta,-,ine-ana-pro
28,átta,-,ine-bsl-pro
28,átta,*otъ,sla-pro
28,átta,*attyos,cel-pro
28,átta,-,grk-pro
28,átta,ἄττα,grc
28,átta,*át(t)a,iir-pro
28,átta,*át(t)a,iir-pro
28,átta,*atta,itc-pro
28,átta,atta,la
29,ph₂tḗr,*pācer,ine-toc-pro
29,ph₂tḗr,pācar,xto
29,ph₂tḗr,pācer,txb
30,bʰréh₂tēr,եղբաւր,xcl
30,bʰréh₂tēr,*brā́ˀtē,ine-bsl-pro
30,bʰréh₂tēr,brotis,lt
30,bʰréh₂tēr,brāti,prg
30,bʰréh₂tēr,*pʰrā́tēr,grk-pro
30,bʰréh₂tēr,φρᾱ́τηρ,grc
30,bʰréh₂tēr,φρήτηρ,grc
30,bʰréh₂tēr,φρᾱτήρ,grc
30,bʰréh₂tēr,*frātēr,itc-pro
30,bʰréh₂tēr,𐌚𐌓𐌀𐌕𐌓𐌞𐌌,osc
30,bʰréh₂tēr,fratrom,xum
30,bʰréh₂tēr,*procer,ine-toc-pro
30,bʰréh₂tēr,pracar,xto
30,bʰréh₂tēr,procer,txb
31,méh₂tēr,motër,sq
31,méh₂tēr,մաւր,xcl
31,méh₂tēr,*meh₂ter-ieh₁-,ine-pro
31,méh₂tēr,*meh₂ter-ieh₂-,ine-pro
31,méh₂tēr,*meh₂trui(e)h₂-,ine-pro
31,méh₂tēr,modereb,oco
31,méh₂tēr,modreb,kw
31,méh₂tēr,motrep,obt
31,méh₂tēr,mozreb,xbm
31,méh₂tēr,moereb,br
31,méh₂tēr,modryb,cy
31,méh₂tēr,ματαρ,xpg
31,méh₂tēr,*mācer,ine-toc-pro
31,méh₂tēr,mācar,xto
31,méh₂tēr,mācer,txb
32,nókʷts,page=283-284,"head=nát/ë, -a"
32,nókʷts,natë,sq
32,nókʷts,head=neku-&lt;sup&gt;zi&lt;/sup&gt;,pages=695-696
32,nókʷts,pages=293-294,head=*noxtV-
32,nókʷts,νῠ́ξ,grc
32,nókʷts,νύχτα,el
32,nókʷts,pages=2-3,head=nákt-
32,nókʷts,*nákts,inc-pro
32,nókʷts,*náxts,ira-pro
32,nókʷts,naghd,wbl
32,nókʷts,pages=416-417,head=nox
33,mḗh₁n̥s,head=muaj,page=279
33,mḗh₁n̥s,muoj,sq
33,mḗh₁n̥s,muej,sq
33,mḗh₁n̥s,head=amis,pages=47-48
33,mḗh₁n̥s,ամիս,xcl
33,mḗh₁n̥s,ամիս,hy
33,mḗh₁n̥s,mė́nuo,lt
33,mḗh₁n̥s,menig,prg
33,mḗh₁n̥s,μείς,grc
33,mḗh₁n̥s,μής,grc
33,mḗh₁n̥s,μεύς,grc
33,mḗh₁n̥s,μῆννος,grc
33,mḗh₁n̥s,page=373,head=mēnsis
33,mḗh₁n̥s,mañ,xto
33,mḗh₁n̥s,meñe,txb
34,pṓds,pēda,lv
34,pṓds,pėda,lt
34,pṓds,ís,sga
34,pṓds,*ɸodyā,cel-pro
34,pṓds,acc. pl.,xce
34,pṓds,πούς,grc
34,pṓds,*pā́ts,iir-pro
34,pṓds,*pā́ts,inc-pro
34,pṓds,*póde,ine-pro
34,pṓds,pe,xto
34,pṓds,paiyye,txb
35,wréh₂ds,rrënjë,sq
35,wréh₂ds,*radas,ine-bsl-pro
35,wréh₂ds,gwraidd,cy
35,wréh₂ds,gwriz,br
35,wréh₂ds,frém,sga
35,wréh₂ds,fréamh,ga
35,wréh₂ds,greddf,cy
35,wréh₂ds,ῥάδιξ,grc
35,wréh₂ds,reh,ku
35,wréh₂ds,rādīx,la
35,wréh₂ds,radius,la
35,wréh₂ds,rāmus,la
35,wréh₂ds,witsako,txb
36,h₂stḗr,աստղ,xcl
36,h₂stḗr,աստղ,hy
36,h₂stḗr,*astḗr,grk-pro
36,h₂stḗr,*stērolā,itc-pro
36,h₂stḗr,*ścär-iye-,ine-toc-pro
36,h₂stḗr,śren̄,xto
36,h₂stḗr,ścirye,txb
37,ḱḗr,kërthizë,sq
37,ḱḗr,-,xlu
37,ḱḗr,*ḱḗrdi-,hyx-pro
37,ḱḗr,κῆρ,grc
37,ḱḗr,καρδιά,el
37,ḱḗr,*kord,itc-pro
37,ḱḗr,*käryā-,ine-toc-pro
37,ḱḗr,kri,xto
37,ḱḗr,käryāñ,txb
38,h₂ówis,*Hṓwis,ine-ana-pro
38,h₂ówis,-,xlu
38,h₂ówis,𐊜𐊀𐊇𐊙,xlc
38,h₂ówis,հովիվ,hy
38,h₂ówis,*awinas,ine-bsl-pro
38,h₂ówis,avis,lt
38,h₂ówis,*ovьnъ,sla-pro
38,h₂ówis,*owis,cel-pro
38,h₂ówis,oí,sga
38,h₂ówis,*awiz,gem-pro
38,h₂ówis,*ówis,grk-pro
38,h₂ówis,ὄϊς,grc
38,h₂ówis,οἶς,grc
38,h₂ówis,*owis,itc-pro
38,h₂ówis,ovis,la
38,h₂ówis,page=38,head=āᵤw
39,h₁nómn̥,*enmen,sqj-pro
39,h₁nómn̥,*anuwn,hyx-pro
39,h₁nómn̥,ὄνομα,grc
39,h₁nómn̥,*nomən,itc-pro
39,h₁nómn̥,𐌍𐌖𐌌𐌍𐌄𐌝𐌔,osc
39,h₁nómn̥,𐌍𐌖𐌌𐌄𐌌,xum
39,h₁nómn̥,*ñemə,ine-toc-pro
39,h₁nómn̥,ñom,xto
39,h₁nómn̥,ñem,txb
40,dʰéǵʰōm,*déǵm̥,ine-ana-pro
40,dʰéǵʰōm,-,xlu
40,dʰéǵʰōm,zeme,lv
40,dʰéǵʰōm,žẽmė,lt
40,dʰéǵʰōm,*kʰtʰṓn,grk-pro
40,dʰéǵʰōm,χαμαί,grc
40,dʰéǵʰōm,*gẓʰáHs,inc-pro
40,dʰéǵʰōm,*ȷ́áHs,ira-pro
40,dʰéǵʰōm,-,ku
40,dʰéǵʰōm,зӕхх,os
40,dʰéǵʰōm,*tken,ine-toc-pro
40,dʰéǵʰōm,tkaṃ,xto
40,dʰéǵʰōm,keṃ,txb
40,dʰéǵʰōm,pages=621–623,c‘amak‘
41,ǵéwstus,*gustus,cel-pro
41,ǵéwstus,gwst,cy
41,ǵéwstus,gussou,cel-gau
41,ǵéwstus,*ĵúštuš,iir-pro
41,ǵéwstus,*ĵúštuš,ira-pro
42,móri,*marja-,ine-bsl-pro
42,móri,*maryáHdaH,iir-pro
42,móri,*maryáHdaH,inc-pro
42,móri,*maryáHdaH,ira-pro
42,móri,мал,os
43,dóru,page=849,head=tāru-
43,dóru,*dárwiš,iir-pro
43,dóru,*dárwiṣ,inc-pro
43,dóru,daeru,obt
43,dóru,derw,xbm
43,dóru,derv,br
43,dóru,derow,kw
43,dóru,derw,cy
43,dóru,-,hyx-pro
43,dóru,*dráwnam,iir-pro
43,dóru,*dráwnam,inc-pro
43,dóru,,ine-bsl-pro
43,dóru,,sla-pro
43,dóru,дром,ru
43,dóru,дръ́мка,bg
43,dóru,drmášča,sl
43,dóru,*trumaz,gem-pro
43,dóru,,grk-pro
43,dóru,δρυμός,grc
43,dóru,,iir-pro
43,dóru,,inc-pro
43,dóru,द्रुम,sa
43,dóru,*druxtom,cel-pro
43,dóru,pages=95-96,head=antaṙ
44,séh₁mn̥,*sēˀmin,ine-bsl-pro
44,séh₁mn̥,sėmuõ,lt
44,séh₁mn̥,semen,prg
44,séh₁mn̥,*sě̀mę,sla-pro
44,séh₁mn̥,*sēmô,gem-pro
44,séh₁mn̥,*hḗmə,grk-pro
44,séh₁mn̥,ἧμᾰ,grc
44,séh₁mn̥,*sēmō,itc-pro
44,séh₁mn̥,Sēmō,la
45,sóh₂wl̥,*saweliya-,ine-ana-pro
45,sóh₂wl̥,*saulē,ine-bsl-pro
45,sóh₂wl̥,sáulė,lt
45,sóh₂wl̥,saule,prg
45,sóh₂wl̥,heol,br
45,sóh₂wl̥,howl,kw
45,sóh₂wl̥,huan,cy
45,sóh₂wl̥,*sūlis,cel-pro
45,sóh₂wl̥,súil,ga
45,sóh₂wl̥,sooill,gv
45,sóh₂wl̥,sùil,gd
45,sóh₂wl̥,*hāwélios,grk-pro
45,sóh₂wl̥,ἥλιος,grc
45,sóh₂wl̥,ᾱ̓έλιος,grc
45,sóh₂wl̥,ἀβέλιος,grc
45,sóh₂wl̥,ήλιος,el
45,sóh₂wl̥,*swōl,itc-pro
45,sóh₂wl̥,swāñco,txb
46,gʷḗn,կին,xcl
46,gʷḗn,կին,hy
46,gʷḗn,genno,prg
46,gʷḗn,bé,sga
46,gʷḗn,γυνή,grc
46,gʷḗn,𐀓𐀙𐀊,gmy
46,gʷḗn,śäṃ,xto
46,gʷḗn,śana,txb
47,h₁widʰéwh₂,ve,sq
47,h₁widʰéwh₂,*widewāˀ,ine-bsl-pro
47,h₁widʰéwh₂,widdewū,prg
47,h₁widʰéwh₂,*ewítʰewos,grk-pro
47,h₁widʰéwh₂,ἠϊθέη,grc
47,h₁widʰéwh₂,ᾔθεος,grc
49,ḱwṓ,-,xlu
49,ḱwṓ,tr=kan-,xld
49,ḱwṓ,շուն,xcl
49,ḱwṓ,շուն,hy
49,ḱwṓ,suns,lv
49,ḱwṓ,šuñs,lt
49,ḱwṓ,sunnis,prg
49,ḱwṓ,,ine-bsl-pro
49,ḱwṓ,,grk-pro
49,ḱwṓ,κύων,grc
49,ḱwṓ,κύων,el
49,ḱwṓ,*kunos,itc-pro
49,ḱwṓ,*ku,ine-toc-pro
49,ḱwṓ,koṃ,xto
49,ḱwṓ,kweṃ,txb
50,h₃dónts,*ataman,hyx-pro
50,h₃dónts,ատամն,xcl
50,h₃dónts,ատամ,hy
50,h₃dónts,dantìs,lt
50,h₃dónts,dantis,prg
51,dn̥ǵʰwéh₂s,լեզու,hy
51,dn̥ǵʰwéh₂s,*käntwo,ine-toc-pro
52,h₂éǵros,ἀγρός,grc
52,h₂éǵros,αγρός,el
52,h₂éǵros,𐀀𐀒𐀫,gmy
53,nisdós,*nisdá,ine-bsl-pro
53,nisdós,ligzda,lt
53,nisdós,lìzdas,lt
53,nisdós,*gnězdo,sla-pro
53,nisdós,*nizdos,itc-pro
54,wérǵom,գործ,xcl
54,wérǵom,գործ,hy
54,wérǵom,*wergā,cel-pro
54,wérǵom,*wérgon,grk-pro
54,wérǵom,ἔργον,grc
54,wérǵom,ϝέργον,grc
54,wérǵom,ϝάργον,grc
54,wérǵom,έργο,el
54,wérǵom,*wárĵam,iir-pro
54,wérǵom,*wárȷ́am,inc-pro
54,wérǵom,*wárĵam,ira-pro
54,wérǵom,𐬬𐬀𐬭𐬆𐬰𐬆𐬨,ae
55,yugóm,-,hyx-pro
55,yugóm,լուծ,hy
55,yugóm,*dzugón,grk-pro
55,yugóm,ζυγόν,grc
55,yugóm,*dzugós,grk-pro
55,yugóm,ζυγός,grc
55,yugóm,ζυγός,el
55,yugóm,δυγός,grc
56,nébʰos,ամբ,xcl
56,nébʰos,ամպ,hy
