COGID,PGMC,WORD,LANGUAGE
1,frijaz,frēo,ang
1,frijaz,fre,enm
1,frijaz,fre,sco
1,frijaz,free,en
1,frijaz,firii,hif
1,frijaz,frī,ofs
1,frijaz,fräi,stq
1,frijaz,frij,fy
1,frijaz,frī,osx
1,frijaz,vrig,gml
1,frijaz,frigg,nds
1,frijaz,fríur,fo
1,frijaz,fri,no
1,frijaz,fri,sv
1,frijaz,fri,da
1,frijaz,*frī,odt
1,frijaz,vri,dum
1,frijaz,vrij,nl
1,frijaz,vry,af
1,frijaz,frī,goh
1,frijaz,vrī,gmh
1,frijaz,frei,de
1,frijaz,fräi,lb
1,frijaz,freis,got
2,hrōþiz,hrēþ,ang
2,hrōþiz,*hrōþ-,frk
2,hrōþiz,hruod-,goh
2,hrōþiz,hróðr,non
2,hrōþiz,*hroþs,got
3,gudą,god,ang
3,gudą,god,enm
3,gudą,God,sco
3,gudą,God,en
3,gudą,Gud,yol
3,gudą,god,ofs
3,gudą,God,stq
3,gudą,god,fy
3,gudą,god,osx
3,gudą,god,gml
3,gudą,Gott,pdt
3,gudą,Gott,pdt
3,gudą,got,odt
3,gudą,got,dum
3,gudą,god,nl
3,gudą,god,af
3,gudą,gód,li
3,gudą,got,goh
3,gudą,gudur,fo
3,gudą,gud,nb
3,gudą,gud,nn
3,gudą,gud,sv
3,gudą,gud,da
3,gudą,guð,ovd
3,gudą,gu,gmq-gut
3,gudą,guþ,got
3,gudą,page=136,vol=III
4,haglaz,hæġl,ang
4,haglaz,hail,enm
4,haglaz,hail,sco
4,haglaz,hail,en
4,haglaz,heil,ofs
4,haglaz,Hail,stq
4,haglaz,heil,fy
4,haglaz,hagal,osx
4,haglaz,hagel,gml
4,haglaz,Hagel,nds
4,haglaz,Hoagel,pdt
4,haglaz,hagal,goh
4,haglaz,hagel,gmh
4,haglaz,Hagel,de
4,haglaz,האָגל,yi
4,haglaz,hagl,non
4,haglaz,hagl,is
4,haglaz,heglingur,fo
4,haglaz,hagl,no
4,haglaz,haghl,gmq-osw
4,haglaz,hagel,sv
4,haglaz,haghæl,da
4,haglaz,havl,da
4,haglaz,hagel,gmq-gut
5,dagaz,dæġ,ang
5,dagaz,dei,ofs
5,dagaz,dag,osx
5,dagaz,dag,odt
5,dagaz,tag,goh
5,dagaz,dagr,non
5,dagaz,tag,gme-cgo
5,dagaz,dags,got
6,wulfaz,wulf,ang
6,wulfaz,wolf,ofs
6,wulfaz,Wulf,stq
6,wulfaz,wolf,fy
6,wulfaz,wulf,osx
6,wulfaz,wulf,gml
6,wulfaz,-,nds
6,wulfaz,-,nds-de
6,wulfaz,Wulf,nds-de
6,wulfaz,Wulf,nds
6,wulfaz,Wulf,nds
6,wulfaz,Wulf,nds
6,wulfaz,Wulf,pdt
6,wulfaz,wolf,dum
6,wulfaz,wolf,nl
6,wulfaz,wolf,af
6,wulfaz,wolf,goh
6,wulfaz,úlfr,non
6,wulfaz,wulfs,got
7,mann-,mann,ang
7,mann-,mon,ofs
7,mann-,maan,frr
7,mann-,Mon,stq
7,mann-,man,fy
7,mann-,man,osx
7,mann-,man,odt
7,mann-,man,goh
7,mann-,maðr,non
7,mann-,manna,got
8,gastiz,ġiest,ang
8,gastiz,jest,ofs
8,gastiz,gast,osx
8,gastiz,*gast,odt
8,gastiz,gast,dum
8,gastiz,gast,nl
8,gastiz,gas,af
8,gastiz,gast,goh
8,gastiz,ᚷᚨᛊᛏᛁᛉ,gmq-pro
8,gastiz,gasts,got
9,gumô,guma,ang
9,gumô,gome,enm
9,gumô,gome,sco
9,gumô,groom,en
9,gumô,goma,ofs
9,gumô,gomo,osx
9,gumô,*gomo,odt
9,gumô,gome,dum
9,gumô,bruidegom,nl
9,gumô,gomo,goh
9,gumô,gome,gmh
9,gumô,Bräutigam,de
9,gumô,gumi,non
9,gumô,gumi,is
9,gumô,gume,no
9,gumô,bruþgumi,gmq-osw
9,gumô,brudgum,sv
9,gumô,brudgom,da
9,gumô,guma,got
10,beraną,beran,ang
10,beraną,bera,ofs
10,beraną,barre,fy
10,beraną,beran,osx
10,beraną,baran,odt
10,beraną,baren,dum
10,beraną,baren,nl
10,beraną,baar,af
10,beraną,beran,goh
10,beraną,bera,non
10,beraną,*untberan,osx
10,beraną,untberen,gml
10,beraną,umbära,sv
10,beraną,*untberan,odt
10,beraną,ontberen,dum
10,beraną,ontberen,nl
10,beraną,entbehren,de
11,slēpaną,slǣpan,ang
11,slēpaną,slēpa,ofs
11,slēpaną,sliepe,frr
11,slēpaną,släipe,stq
11,slēpaną,sliepe,fy
11,slēpaną,slāpan,osx
11,slēpaną,*slāpan,odt
11,slēpaną,slâpen,dum
11,slēpaną,slāfan,goh
11,slēpaną,slepan,got
11,slēpaną,schlipen,gme-cgo
12,satjaną,settan,ang
12,satjaną,setten,enm
12,satjaną,set,sco
12,satjaną,set,en
12,satjaną,setta,ofs
12,satjaną,sätte,stq
12,satjaną,sette,fy
12,satjaną,settian,osx
12,satjaną,setten,gml
12,satjaną,setten,nds-de
12,satjaną,setten,odt
12,satjaną,setten,dum
12,satjaną,zetten,nl
12,satjaną,sezzen,goh
12,satjaną,setzen,gmh
12,satjaną,setze,gmw-cfr
12,satjaną,setzen,de
12,satjaną,setzen,lb
12,satjaną,setze,pdc
12,satjaną,זעצן,yi
12,satjaną,setja,non
12,satjaną,setja,is
12,satjaną,seta,fo
12,satjaną,seta,nrn
12,satjaną,sette,nb
12,satjaną,setta,nn
12,satjaną,sættia,gmq-osw
12,satjaną,sätta,sv
12,satjaną,sett’,gmq-bot
12,satjaną,sættæ,gmq-oda
12,satjaną,sætte,da
12,satjaną,seti,gmq-bot
12,satjaną,setta,ovd
12,satjaną,sätte,gmq-gut
12,satjaną,sæda,gmq-scy
12,satjaną,satjan,got
13,sunuz,sunu,ang
13,sunuz,sunu,ofs
13,sunuz,Suun,stq
13,sunuz,soan,fy
13,sunuz,sunu,osx
13,sunuz,*sunu,odt
13,sunuz,suene,dum
13,sunuz,zeun,nl
13,sunuz,seun,af
13,sunuz,sunu,goh
13,sunuz,sonr,non
13,sunuz,sunus,got
14,habjaną,habban,ang
14,habjaną,hebba,ofs
14,habjaną,hebbian,osx
14,habjaną,hebban,odt
14,habjaną,habēn,goh
14,habjaną,hafa,non
14,habjaną,haban,got
14,habjaną,*habiþlą,gem-pro
14,habjaną,*haftaz,gem-pro
15,habjaną,hafetian,ang
15,habjaną,heven,enm
15,habjaną,hewe,sco
15,habjaną,heave,en
15,habjaną,hiva,no
15,habjaną,hiva,fo
15,habjaną,hiva,sv
15,habjaną,hyva,gmq-scy
15,habjaną,hyv,gmq-bot
15,habjaną,heffa,ofs
15,habjaną,hieuwje,stq
15,habjaną,heffe,fy
15,habjaną,heffian,osx
15,habjaną,heffen,gml
15,habjaną,hevon,odt
15,habjaną,heffen,dum
15,habjaną,heffen,nl
15,habjaną,hef,af
15,habjaną,heffen,goh
15,habjaną,heven,gmh
15,habjaną,heben,de
15,habjaną,hiewen,lb
15,habjaną,hefja,non
15,habjaną,hefja,is
15,habjaną,hevja,fo
15,habjaną,heve,no
15,habjaną,hevja,nn
15,habjaną,hæfia,gmq-osw
15,habjaną,häva,sv
15,habjaną,hæve,da
15,habjaną,hafjan,got
16,sagjaną,seċġan,ang
16,sagjaną,sayen,enm
16,sagjaną,sa,sco
16,sagjaną,say,en
16,sagjaną,sega,ofs
16,sagjaną,sizze,fy
16,sagjaną,seggian,osx
16,sagjaną,seggen,nds
16,sagjaną,*seggen,odt
16,sagjaną,zeggen,nl
16,sagjaną,seg,af
16,sagjaną,sagēn,goh
16,sagjaną,segja,non
16,sagjaną,segja,is
16,sagjaną,siga,fo
16,sagjaną,si,nb
16,sagjaną,seie,nn
16,sagjaną,sighia,gmq-oda
16,sagjaną,säga,sv
16,sagjaną,sighæ,gmq-oda
16,sagjaną,sige,da
16,sagjaną,saaij,gmq-bot
16,sagjaną,saja,ovd
16,sagjaną,segi,gmq-jmk
16,sagjaną,säge,gmq-gut
16,sagjaną,sæğa,gmq-scy
17,witaną,witan,ang
17,witaną,wita,ofs
17,witaną,wiete,stq
17,witaną,witte,fy
17,witaną,witan,osx
17,witaną,*witan,frk
17,witaną,witan,odt
17,witaną,guidar,pro
17,witaną,guidar,ca
17,witaną,guidar,oc
17,witaną,guiar,gl
17,witaną,guiar,pt
17,witaną,wizzan,goh
17,witaną,vita,non
17,witaną,witan,got
18,kunnaną,cunnan,ang
18,kunnaną,kunna,ofs
18,kunnaną,kunnan,osx
18,kunnaną,*kunnan,odt
18,kunnaną,connen,dum
18,kunnaną,kunnan,goh
18,kunnaną,künnen,gmh
18,kunnaną,chönne,gsw
18,kunnaną,können,de
18,kunnaną,kënnen,lb
18,kunnaną,kenne,pdc
18,kunnaną,kenne,gmw-stm
18,kunnaną,kenna,wym
18,kunnaną,קענען,yi
18,kunnaną,kunna,non
18,kunnaną,kunna,is
18,kunnaną,kunna,fo
18,kunnaną,-,no
18,kunnaną,kunne,nb
18,kunnaną,kunna,nn
18,kunnaną,kunna,gmq-osw
18,kunnaną,kunnæ,gmq-oda
18,kunnaną,kunne,da
18,kunnaną,kunna,ovd
18,kunnaną,kunne,gmq-gut
18,kunnaną,kunnan,got
19,maganą,magan,ang
19,maganą,muga,ofs
19,maganą,mugan,osx
19,maganą,*mugan,frk
19,maganą,mugan,odt
19,maganą,dismagare,it
19,maganą,esmaiar,pro
19,maganą,esmagar,pt
19,maganą,mugan,goh
19,maganą,mögen,gmh
19,maganą,mögen,gsw
19,maganą,mögen,de
19,maganą,mega,non
20,helpaną,helpan,ang
20,helpaną,helpen,enm
20,helpaną,help,sco
20,helpaną,help,en
20,helpaną,helpi,eo
20,helpaną,helpa,ofs
20,helpaną,hälpe,stq
20,helpaną,helpe,fy
20,helpaną,helpan,osx
20,helpaną,helpen,gml
20,helpaną,helpen,nds-de
20,helpaną,hölpen,nds
20,helpaną,helpan,odt
20,helpaną,helpen,dum
20,helpaną,helpen,nl
20,helpaną,help,af
20,helpaną,helfan,goh
20,helpaną,hjalpa,non
20,helpaną,hjálpa,is
20,helpaną,hjálpa,fo
20,helpaną,hjelpe,no
20,helpaną,hiælpa,gmq-osw
20,helpaną,hjälpa,sv
20,helpaną,hjælpe,da
20,helpaną,hjalp,gmq-bot
20,helpaną,hilpan,got
20,helpaną,kelvata,fi
21,wiljaną,willan,ang
21,wiljaną,willa,ofs
21,wiljaną,willian,osx
21,wiljaną,willen,dum
21,wiljaną,*waljaną,gem-pro
21,wiljaną,vilja,non
21,wiljaną,wiljan,got
22,hlaþaną,hladan,ang
22,hlaþaną,laden,enm
22,hlaþaną,laid,sco
22,hlaþaną,lade,en
22,hlaþaną,hladan,osx
22,hlaþaną,lāden,gml
22,hlaþaną,laden,nds
22,hlaþaną,*ladan,odt
22,hlaþaną,lāden,dum
22,hlaþaną,laden,nl
22,hlaþaną,laai,af
22,hlaþaną,ladan,goh
22,hlaþaną,laden,gmh
22,hlaþaną,laden,de
22,hlaþaną,lueden,lb
22,hlaþaną,hlaða,non
22,hlaþaną,hlaða,is
22,hlaþaną,laða,fo
22,hlaþaną,lade,no
22,hlaþaną,laþa,gmq-osw
22,hlaþaną,ladda,sv
22,hlaþaną,lade,da
22,hlaþaną,leða,ovd
22,hlaþaną,lädi,gmq-bot
22,hlaþaną,*hlaþan,got
23,līþaną,līþan,ang
23,līþaną,lithen,enm
23,līþaną,lythe,sco
23,līþaną,lithe,en
23,līþaną,lītha,ofs
23,līþaną,liede,stq
23,līþaną,lije,fy
23,līþaną,līthan,osx
23,līþaną,lîden,gml
23,līþaną,lieden,nds-de
23,līþaną,līthon,odt
23,līþaną,liden,dum
23,līþaną,lijden,nl
23,līþaną,ly,af
23,līþaną,līdan,goh
23,līþaną,līden,gmh
23,līþaną,leiden,de
23,līþaną,leiden,lb
23,līþaną,líða,non
23,līþaną,líða,is
23,līþaną,líða,fo
23,līþaną,lide,no
23,līþaną,līþa,gmq-osw
23,līþaną,lida,sv
23,līþaną,lide,da
23,līþaną,lide,sco
23,līþaną,*leiþan,got
24,laidijaną,lǣdan,ang
24,laidijaną,leden,enm
24,laidijaną,leid,sco
24,laidijaną,lead,en
24,laidijaną,liede,fy
24,laidijaną,lēdian,osx
24,laidijaną,leiden,gml
24,laidijaną,leiden,dum
24,laidijaną,leiden,nl
24,laidijaną,lei,af
24,laidijaną,leiten,goh
24,laidijaną,leiten,gmh
24,laidijaną,leiten,de
24,laidijaną,leeden,lb
24,laidijaną,leiða,non
24,laidijaną,leiða,fo
24,laidijaną,leiða,is
24,laidijaną,leda,sv
24,laidijaną,lede,da
24,laidijaną,lede,no
24,laidijaną,leia,nn
24,laidijaną,*lājδëjëtēk,smi-pro
25,keusaną,ċēosan,ang
25,keusaną,chosen,enm
25,keusaną,chose,sco
25,keusaną,choose,en
25,keusaną,ziāsa,ofs
25,keusaną,kese,frr
25,keusaną,kieze,fy
25,keusaną,kiosan,osx
25,keusaną,kēsen,gml
25,keusaną,kiesen,nds-de
25,keusaną,kesen,nds
25,keusaną,*kiosan,odt
25,keusaną,kiesen,dum
25,keusaną,kiezen,nl
25,keusaną,kies,af
25,keusaną,chiosan,goh
25,keusaną,kiesen,gmh
25,keusaną,kiesen,de
25,keusaną,kjósa,non
25,keusaną,kjósa,is
25,keusaną,kjósa,fo
25,keusaną,kjose,nn
25,keusaną,tjusa,gmq-osw
25,keusaną,kyse,da
25,keusaną,kiusan,got
25,keusaną,*kousiti,sla-pro
25,keusaną,въкоусити,cu
25,keusaną,вкусить,ru
26,wesaną,wesan,ang
26,wesaną,*wesen,enm
26,wesaną,be,en
26,wesaną,wesa,ofs
26,wesaną,weese,frr
26,wesaną,weese,stq
26,wesaną,wêze,fy
26,wesaną,wesan,osx
26,wesaną,wesan,odt
26,wesaną,wēsen,dum
26,wesaną,wezen,nl
26,wesaną,wees,af
26,wesaną,wesan,goh
26,wesaną,wësen,gmh
26,wesaną,gewesen,de
26,wesaną,sin,hrx
26,wesaną,sei,pdc
26,wesaną,vesa,non
26,wesaną,vera,is
26,wesaną,vera,fo
26,wesaną,vera,gmq-bot
26,wesaną,vara,gmq-osw
26,wesaną,vara,sv
26,wesaną,være,da
26,wesaną,være,nb
26,wesaną,vere,nn
26,wesaną,vesheill,non
26,wesaną,wisan,got
26,wesaną,*frawesaną,gem-pro
26,wesaną,*wistiz,gem-pro
27,wesaną,firwesan,got
27,wesaną,wisan,got
27,wesaną,frawisan,got
28,būaną,iboen,enm
28,būaną,būan,osx
28,būaną,buwan,odt
28,būaną,bouwen,dum
28,būaną,būan,goh
28,būaną,búa,non
28,būaną,búinn,is
28,būaną,buen,nb
28,būaną,boun,enm
28,būaną,boun,sco
28,būaną,boun,en
28,būaną,bauan,got
29,bringaną,bringan,ang
29,bringaną,brenga,ofs
29,bringaną,brengian,osx
29,bringaną,bringan,odt
29,bringaną,bringan,goh
29,bringaną,bringen,gmh
29,bringaną,bringe,gsw
29,bringaną,-,bar
29,bringaną,prengen,cim
29,bringaną,brenge,gmw-cfr
29,bringaną,bringen,de
29,bringaną,bréngen,lb
29,bringaną,bringe,pdc
29,bringaną,ברענגען,yi
29,bringaną,briggan,got
30,þankijaną,þenċan,ang
30,þankijaną,thinchen,enm
30,þankijaną,hink,sco
30,þankijaną,think,en
30,þankijaną,thenka,ofs
30,þankijaną,tånke,frr
30,þankijaną,toanke,stq
30,þankijaną,tinke,fy
30,þankijaną,thenkian,osx
30,þankijaną,denken,gml
30,þankijaną,dinken,nds
30,þankijaną,þenkja,non
30,þankijaną,teinkja,fo
30,þankijaną,tenke,nb
30,þankijaną,tenkja,nb
30,þankijaną,þænkia,gmq-osw
30,þankijaną,tänka,sv
30,þankijaną,thænkæ,gmq-oda
30,þankijaną,tænke,da
30,þankijaną,taaintj,gmq-bot
30,þankijaną,taintja,ovd
30,þankijaną,tänke,gmq-gut
30,þankijaną,tæńḱa,gmq-scy
30,þankijaną,thenken,odt
30,þankijaną,denken,dum
30,þankijaną,denken,nl
30,þankijaną,dink,af
30,þankijaną,denken,goh
30,þankijaną,denken,gmh
30,þankijaną,denken,de
30,þankijaną,þekkja,non
30,þankijaną,þekkja,is
30,þankijaną,tekkja,fo
30,þankijaną,tekkes,nb
30,þankijaną,tekkjast,nn
30,þankijaną,þækkia,gmq-osw
30,þankijaną,täckas,sv
30,þankijaną,þagkjan,got
31,þunkijaną,þynċean,ang
31,þunkijaną,thunchen,enm
31,þunkijaną,me-think,sco
31,þunkijaną,methinks,en
31,þunkijaną,tinsa,ofs
31,þunkijaną,tinke,stq
31,þunkijaną,tinkje,fy
31,þunkijaną,thunkian,osx
31,þunkijaną,dunken,gml
31,þunkijaną,dünken,nds
31,þunkijaną,*thunken,odt
31,þunkijaną,dinken,dum
31,þunkijaną,dunken,nl
31,þunkijaną,dunken,goh
31,þunkijaną,tunken,gmh
31,þunkijaną,dünken,de
31,þunkijaną,dénken,lb
31,þunkijaną,þykkja,non
31,þunkijaną,samþykkja,is
31,þunkijaną,tykkja,nn
31,þunkijaną,tykkje,gmq-jmk
31,þunkijaną,tys,gmq-bot
31,þunkijaną,þykia,gmq-osw
31,þunkijaną,tyckas,sw
31,þunkijaną,samtykke,da
31,þunkijaną,þugkjan,got
32,sehwaną,sēon,ang
32,sehwaną,siā,ofs
32,sehwaną,sjo,stq
32,sehwaną,sjen,fy
32,sehwaną,sehan,osx
32,sehwaną,sian,odt
32,sehwaną,sehan,goh
32,sehwaną,sehen,de
32,sehwaną,-,gmw-rfr
32,sehwaną,sehne,pdc
32,sehwaną,zaon,wym
32,sehwaną,sjá,non
32,sehwaną,saihwan,got
33,sitjaną,sittan,ang
33,sitjaną,sitten,enm
33,sitjaną,sit,en
33,sitjaną,sitta,ofs
33,sitjaną,sitte,fy
33,sitjaną,sittian,osx
33,sitjaną,sitten,nds
33,sitjaną,*sitten,odt
33,sitjaną,sitten,dum
33,sitjaną,zitten,nl
33,sitjaną,sit,af
33,sitjaną,sizzen,goh
33,sitjaną,setze,gmw-cfr
33,sitjaną,sitzen,de
33,sitjaną,sëtzen,lb
33,sitjaną,זיצן,yi
33,sitjaną,sitja,non
33,sitjaną,sitja,is
33,sitjaną,sita,fo
33,sitjaną,sitte,nb
33,sitjaną,sitta,nn
33,sitjaną,sitia,gmq-osw
33,sitjaną,sitta,sv
33,sitjaną,sittæ,gmq-oda
33,sitjaną,sidde,da
33,sitjaną,siti,gmq-bot
33,sitjaną,sitta,ovd
33,sitjaną,sitte,gmq-gut
33,sitjaną,seda,gmq-scy
33,sitjaną,sitan,got
34,ligjaną,licgan,ang
34,ligjaną,lien,enm
34,ligjaną,lie,en
34,ligjaną,lidzia,ofs
34,ligjaną,lizze,fy
34,ligjaną,liggian,osx
34,ligjaną,liggen,nds
34,ligjaną,*liggen,odt
34,ligjaną,liggen,dum
34,ligjaną,liggen,nl
34,ligjaną,*lagjaną,gem-pro
34,ligjaną,liggan,goh
34,ligjaną,licken,gmh
34,ligjaną,lijje,gmw-cfr
34,ligjaną,liegen,de
34,ligjaną,leien,lb
34,ligjaną,ליגן,yi
34,ligjaną,liggja,non
34,ligjaną,liggja,is
34,ligjaną,liggja,fo
34,ligjaną,ligge,nb
34,ligjaną,liggja,no
34,ligjaną,liggia,gmq-osw
34,ligjaną,ligga,sv
34,ligjaną,liggæ,gmq-oda
34,ligjaną,ligge,da
34,ligjaną,ligg’,gmq-bot
34,ligjaną,ligga,ovd
34,ligjaną,ligge,gmq-gut
34,ligjaną,ligga,gmq-scy
34,ligjaną,ligan,got
35,lagjaną,leċġan,ang
35,lagjaną,layen,enm
35,lagjaną,lay,sco
35,lagjaną,lay,en
35,lagjaną,lidza,ofs
35,lagjaną,ledsa,stq
35,lagjaną,lääse,stq
35,lagjaną,lizze,fy
35,lagjaną,leggian,osx
35,lagjaną,leggen,gml
35,lagjaną,leggen,nds-de
35,lagjaną,lajen,pdt
35,lagjaną,*lagjan,frk
35,lagjaną,*leggon,odt
35,lagjaną,leggen,dum
35,lagjaną,leggen,nl
35,lagjaną,laiier,fro
35,lagjaną,laiar,pro
35,lagjaną,lagare,it
35,lagjaną,leggen,goh
35,lagjaną,lecken,gmh
35,lagjaną,läje,gmw-cfr
35,lagjaną,legen,de
35,lagjaną,leeën,lb
35,lagjaną,לייגן,yi
35,lagjaną,leggja,non
35,lagjaną,leggja,is
35,lagjaną,leggja,fo
35,lagjaną,legga,nrn
35,lagjaną,legge,nb
35,lagjaną,legga,nn
35,lagjaną,læggia,gmq-osw
35,lagjaną,lägga,sv
35,lagjaną,lægge,da
35,lagjaną,lägga,gmq-gut
35,lagjaną,lagjan,got
35,lagjaną,*laittadak,fiu-fin-pro
36,bidjaną,biddan,ang
36,bidjaną,bidden,enm
36,bidjaną,bid,sco
36,bidjaną,bid,en
36,bidjaną,bidda,ofs
36,bidjaną,bidje,stq
36,bidjaną,bidde,fy
36,bidjaną,biddian,osx
36,bidjaną,bidden,gml
36,bidjaną,bidden,nds
36,bidjaną,bedden,pdt
36,bidjaną,bidden,odt
36,bidjaną,bidden,dum
36,bidjaną,bidden,nl
36,bidjaną,bid,af
36,bidjaną,bitten,goh
36,bidjaną,bitten,gmh
36,bidjaną,bitten,de
36,bidjaną,biðja,non
36,bidjaną,biðja,is
36,bidjaną,biðja,fo
36,bidjaną,bede,no
36,bidjaną,biþia,gmq-osw
36,bidjaną,bej,sv
36,bidjaną,bede,da
36,bidjaną,bjaude,gmq-gut
36,bidjaną,bidjan,got
37,etaną,etan,ang
37,etaną,ita,ofs
37,etaną,etan,osx
37,etaną,etan,odt
37,etaną,ezzan,goh
37,etaną,eta,non
37,etaną,itan,got
38,drepaną,drepan,ang
38,drepaną,drepen,en
38,drepaną,drub,sco
38,drepaną,drub,en
38,drepaną,drepan,osx
38,drepaną,drēpen,gml
38,drepaną,dropen,nds-de
38,drepaną,drepen,nds
38,drepaną,*drepan,odt
38,drepaną,drēpen,dum
38,drepaną,drèppe,li
38,drepaną,treffan,goh
38,drepaną,treffen,gmh
38,drepaną,treffen,de
38,drepaną,treffen,nl
38,drepaną,tref,af
38,drepaną,טרעפֿן,yi
38,drepaną,drepa,non
38,drepaną,drepa,is
38,drepaną,drepa,fo
38,drepaną,drepe,nb
38,drepaną,dribba,no
38,drepaną,dræpa,gmq-osw
38,drepaną,dräpa,sv
38,drepaną,dræbe,da
39,bugjaną,bycgan,ang
39,bugjaną,byen,enm
39,bugjaną,by,sco
39,bugjaną,buy,en
39,bugjaną,buggean,osx
39,bugjaną,bugihaft,goh
39,bugjaną,bugjan,got
40,sōkijaną,sēċan,ang
40,sōkijaną,seken,enm
40,sōkijaną,seek,sco
40,sōkijaną,seek,en
40,sōkijaną,sēka,ofs
40,sōkijaną,säike,stq
40,sōkijaną,sykje,fy
40,sōkijaną,sōkian,osx
40,sōkijaną,sö̂ken,gml
40,sōkijaną,säuken,nds
40,sōkijaną,zoeken,nl
40,sōkijaną,soek,af
40,sōkijaną,suohhan,goh
40,sōkijaną,suchen,de
40,sōkijaną,sichen,lb
40,sōkijaną,sœkja,non
40,sōkijaną,søkja,fo
40,sōkijaną,søke,nb
40,sōkijaną,søkja,nn
40,sōkijaną,söka,sv
40,sōkijaną,søkæ,gmq-oda
40,sōkijaną,søge,da
41,standaną,standan,ang
41,standaną,standen,enm
41,standaną,stand,sco
41,standaną,stand,en
41,standaną,stonda,ofs
41,standaną,stounde,stq
41,standaną,standan,osx
41,standaną,stant,gml
41,standaną,*standan,odt
41,standaną,standen,dum
41,standaną,stantan,goh
41,standaną,standen,gmh
41,standaną,standa,non
41,standaną,standa,is
41,standaną,standa,fo
41,standaną,stande,da
41,standaną,standa,gmq-osw
41,standaną,stånda,sv
41,standaną,standa,nn
41,standaną,standan,got
42,stāną,stān,ofs
42,stāną,stean,fy
42,stāną,stān,osx
42,stāną,stān,gml
42,stāną,stahn,nds-de
42,stāną,stān,odt
42,stāną,staen,dum
42,stāną,staan,nl
42,stāną,staan,af
42,stāną,stēn,goh
42,stāną,stān,gmh
42,stāną,staa,gsw
42,stāną,stiehn,gmw-cfr
42,stāną,stehen,de
42,stāną,stoen,lb
42,stāną,שטיין,yi
42,stāną,*stá,non
42,stāną,stá,fo
42,stāną,stå,nb
42,stāną,stå,nn
42,stāną,stå,sv
42,stāną,stå,da
42,stāną,stæ,gmq-bot
43,unnaną,ġeunnan,ang
43,unnaną,unne,enm
43,unnaną,unna,ofs
43,unnaną,giunnan,osx
43,unnaną,günnen,gml
43,unnaną,günnen,gml
43,unnaną,*unnan,odt
43,unnaną,unnen,dum
43,unnaną,gun,af
43,unnaną,giunnan,goh
43,unnaną,gönnen,de
43,unnaną,gonnen,lb
43,unnaną,unna,non
43,unnaną,unna,is
43,unnaną,unna,fo
43,unnaną,unne,nb
43,unnaną,unne,nn
43,unnaną,unna,gmq-osw
43,unnaną,unna,sv
43,unnaną,unna,ovd
43,unnaną,unnæ,gmq-oda
43,unnaną,unde,da
43,unnaną,onða,gmq-scy
43,unnaną,ännäs,gmq-bot
44,durzaną,durran,ang
44,durzaną,durren,enm
44,durzaną,dare,en
44,durzaną,durran,osx
44,durzaną,*þurbaną,gem-pro
44,durzaną,*durran,odt
44,durzaną,durren,dum
44,durzaną,*þurbaną,gem-pro
44,durzaną,durf,af
44,durzaną,turran,goh
44,durzaną,türen,de
44,durzaną,daursan,got
45,þurbaną,þurfan,ang
45,þurbaną,thurvan,osx
45,þurbaną,*thurvan,odt
45,þurbaną,dorven,dum
45,þurbaną,durfan,goh
45,þurbaną,dürfen,gmh
45,þurbaną,törfe,gsw
45,þurbaną,dürve,gmw-cfr
45,þurbaną,dürfen,de
45,þurbaną,þurfa,non
45,þurbaną,þaurban,got
46,skulaną,sċulan,ang
46,skulaną,skila,ofs
46,skulaną,skälle,stq
46,skulaną,sille,fy
46,skulaną,skulan,osx
46,skulaną,sulon,odt
46,skulaną,sullen,dum
46,skulaną,sulan,goh
46,skulaną,soln,gmh
46,skulaną,sollen,gsw
46,skulaną,solle,gmw-cfr
46,skulaną,sollen,de
46,skulaną,sollen,lb
46,skulaną,-,gmw-rfr
46,skulaną,solle,pdc
46,skulaną,זאָלן,yi
46,skulaną,skulu,non
46,skulaną,skulan,got
47,aiganą,āgen,ang
47,aiganą,owen,enm
47,aiganą,ain,sco
47,aiganą,own,en
47,aiganą,hāga,ofs
47,aiganą,age,frr
47,aiganą,oain,stq
47,aiganą,eigen,fy
47,aiganą,ēgan,osx
47,aiganą,eigen,gml
47,aiganą,egen,nds-de
47,aiganą,*ēgan,odt
47,aiganą,êgen,dum
47,aiganą,eigen,nl
47,aiganą,eigan,goh
47,aiganą,eigen,gmh
47,aiganą,eignen,de
47,aiganą,eigna,non
47,aiganą,eiga,is
47,aiganą,eiga,fo
47,aiganą,eie,nb
47,aiganą,eige,nn
47,aiganą,ägna,sv
47,aiganą,egne,da
47,aiganą,engän,gmq-bot
47,aiganą,iegå,ovd
47,aiganą,aige,gmq-gut
47,aiganą,ǽğa,gmq-scy
47,aiganą,aihan,got
48,fallaną,feallan,ang
48,fallaną,fallen,enm
48,fallaną,faw,sco
48,fallaną,fall,en
48,fallaną,falla,ofs
48,fallaną,faal,frr
48,fallaną,faale,stq
48,fallaną,falle,fy
48,fallaną,fallan,osx
48,fallaną,vallen,gml
48,fallaną,fallen,nds
48,fallaną,fallan,odt
48,fallaną,vallen,dum
48,fallaną,vallen,nl
48,fallaną,val,af
48,fallaną,fallan,goh
48,fallaną,vallen,gmh
48,fallaną,fallen,de
48,fallaną,falen,lb
48,fallaną,פֿאַלן,yi
48,fallaną,falla,non
48,fallaną,falla,is
48,fallaną,falla,fo
48,fallaną,falle,nb
48,fallaną,falle,nn
48,fallaną,falla,gmq-osw
